Denumire,PretFMC,Stoc TKR,Stoc TKRM,Realimentare Stoc
TV Telefunken 32HB4000,€ 147.84,91,0,
TV Smart Telefunken 32HB5500,€ 169.79,33,0,
M/P Samsung Galaxy A8 Dual SIM Gold,€ 336.00,0,61,5 Mar- 9 Mar
M/P Samsung Galaxy A8 Dual SIM Black,€ 336.00,35,0,5 Mar- 9 Mar
Samsung Gear IconX (2018) In-ear Gray,€ 168.00,26,30,
Samsung Gear IconX (2018) In-ear Pink,€ 168.00,15,20,
Samsung Gear IconX (2018) In-ear Black,€ 168.00,30,32,
Samsung Gear VR4 with Controller Grey,€ 108.00,16,16,
Samsung Gear Sport Blue SM-R600NZBAROM,€ 317.00,35,20,
Samsung Gear FIT2 PRO Large Black,€ 190.00,20,6,
Samsung Gear FIT2 PRO Large Red,€ 190.00,18,10,
M/P Samsung Galaxy J3 2017 Dual Gold,€ 137.00,87,214,5 Mar- 9 Mar
M/P Samsung Galaxy J3 2017 Dual Black,€ 137.00,145,183,5 Mar- 9 Mar
M/P Samsung Galaxy J3 2017 Dual Silver,€ 137.00,97,184,5 Mar- 9 Mar
M/P Allview P7 Lite dual sim black,€ 53.00,0,36,12 Mar- 16 Mar
Metallic power bank 3 in 1 cable 5000mAh,€ 26.00,25,24,
Metallic power bank 5000mAh Qualcomm 3.0 ,€ 21.00,24,25,
Metallic power bank 10000mAh Qualcomm3.0 ,€ 28.00,25,16,
M/P Sony Xperia L1 dual sim black,€ 129.00,50,50,Necunoscut
Laptop ASUS ZenBook UX430UA,€ 884.00,32,0,
"TV JVC 49"" LT-49VF52K",€ 413.00,60,0,
TV JVC 32'' LT-32VH42K,€ 180.00,80,0,
UHD.Smart.UE55MU6102KXXH,€ 577.00,18,0,
